University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of York,UOY,Centre for 18th Century Studies,Eighteenth-Century British Perceptions of the South Pacific - CES00008M,20,,Information currently unavailable,,,Information currently unavailable,Information currently unavailable,,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00008M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Fashion & Material Culture in Eighteenth-Century Literature - CES00015M,20,,"The aim of this module is to explore textual, visual and cultural representations of fashion across several genres in the eighteenth century.",,,"On successful completion of the module, you should be able to:
Demonstrate an advanced understanding of and engagement with eighteenth century authors' engagement with the topic of fashion and the questions it raised about identity, gender, self-presentation, nationalism, class and empire.
Demonstrate an advanced understanding of and engagement with how and why several genres addressed the cultural meanings of fashion
Evaluate key debates within the relevant critical fields dealing with historical ideas about identity, aesthetics and gender and how they connect with the contemporary moment
Produce independent arguments and ideas which demonstrate an advanced proficiency in critical thinking, close reading, contextual analysis, research, and writing skills","
Samuel Richardson, Pamela (Oxford, ed. Thomas Keymer, Alice Wakely)
Francis Coventry, The History of Pompey the Little (Broadview, ed. Nicholas Hudson)
Maria Edgeworth, Belinda (Oxford, ed. Linda Bree)

It is recommended that you try to read these novels (where possible) before the start of term, as they are the longest texts.

In addition to these novels, likely module readings will include selections from or electronic versions of the following:

Joseph Addison and Richard Steele, The Tatler and The Spectator
Lady Mary Wortley Montagu, Turkish Embassy Letters
Dressing-room poems by a variety of authors
Mary Leapor, ‘Crumble Hall’
The Lady’s Magazine
Essays and poems from Mary Robinson and Anna Laetitia Barbauld
",,"In 1711, Joseph Addison declared, in Spectator no. 69, that the ‘single Dress of a Woman of Quality is often the Product of an hundred Climates’. This module examines the cultural and literary contexts of fashion and material culture within a global eighteenth century. The eighteenth century was a period of considerable growth for Britain’s textile industries, fashion culture, and its global trade in commodities—and each of these areas was inextricably linked to the nation’s involvement in saltwater slavery and
colonialism. From the tea table’s sugar and tea leaves to the cotton on mechanized looms in Manchester and mahogany furniture in drawing and dining rooms, fashion and material culture were made from and shaped by ‘an hundred Climates’. We’ll keep this global picture in mind, and the sources of wealth that fueled the purchasing power of Britons, as we consider the products that made up the dress of the ‘Woman of Quality’ but also the appearance and possessions of those on the margins of, and those far from, the ‘quality’.
In addition to negotiating relations and identities between home and abroad, fashion and material culture operated as vehicles through which to contemplate, worry about and even resist major concerns about the self and others. Then as now, fashion and the material world were vital aspects of culture and central to perceptions of national identity, gender, class and social mobility. Eighteenth-century fashion and material culture were also undeniably modern, subject to changing trends and perceived as holding the ability to transform their subjects. Across the period and across genres, fashion and material objects, particularly imported goods, drew the interest and ire of cultural commentators and moralists, as well as attracted the imagination of artists and authors. We’ll examine the crosscurrents between print culture and fashion, between the page and material culture, in order to trace the ways in which fashion and material culture constituted central nodes of how eighteenth-century Britons engaged with the world and with each other.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00015M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Graduate Training Programme - CES00005M,10,,Information currently unavailable,,,Information currently unavailable,Information currently unavailable,,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00005M/2021-22,
University of York,UOY,Centre for 18th Century Studies,"Literature, Science & Revolution: Electricity from Franklin to Frankenstein - CES00012M",20,,To explore the relation between scientific discourse and the   languages of literary expression and political debate in the long   eighteenth century To investigate the functions of figurative language in scientific   and literary texts of the eighteenth century To introduce students to the skills and techniques of   interdisciplinary research,,,"Subject content
 Knowledge of a wide range of eighteenth-century debates about   electricity across a range of discourses Awareness of the political significance of scientific controversy   at the period Extensive knowledge of recent critical and historical work   relating to this topic
 
 Academic and graduate skills
 The research skills necessary to make good use of research   resources available, including historical material such as   newspapers and caricatures as well as literary texts The research skills necessary to interdisciplinary study","Mary Shelley, Frankenstein
Percy Bysshe Shelley Prometheus Unbound
Erasmus Darwin, The Economy of Vegetation
Helen Maria Williams A Tour in Switzerland.",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00012M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Popular Romanticism - CES00006M,20,,"to introduce students to the rise of popular and especially   popular radical politics to explore literary responses to the growth of popular reading   audiences, in the context of the expansion of the infrastructure for   mass culture (publishing, transport, commerce, consumption) to introduce students to the skills and techniques of   interdisciplinary research",,,"Subject content
 student should acquire an overall sense of the varieties of   radical expression in print an awareness of the varieties of literature aimed for consumption   by 'the people' an understanding of some of the implications of wider audiences   for the development of literary forms an understanding of the sensational impact of Radcliffe, Scott,   Byron and others.
 
 Academic and graduate skills
 the research skills to elucidate texts in relation to changing   notions of the popular some grasp of the range of print cultures in late eighteenth and   early nineteenth-century Britain"," An Oxford Companion to the Romantic Age, ed. Iain McCalman et. al.
William Blake, Songs of Innocence and Experience, ed. Andrew Lincoln. Princeton: Princeton University Press, 1994
Thomas Paine, Rights of Man, ed. Eric Foner. Penguin Classics, 1985
Hannah More, Tales for the Common People and Other Cheap   Repository Tracts, ed. Claire McDonald Shaw. Trent Editions, 2002
William Wordsworth and Samuel Taylor Coleridge, Lyrical Ballads:   1798 and 1800, ed. Michael Gamer and Dahlia Porter. Broadview, 2008
Ann Radcliffe, The Mysteries of Udolpho, ed. Bonamy Dobree and Terry Castle. Oxford Worlds Classics, 2008
Mary Robinson, Selected Poems, ed. Judith Pascoe.
Letitia Elizabeth Landon, Selected Writings, ed. Jerome McGann and Daniel Riess.
 Lord Byron: The Major Works, ed. Jerome McGann. Oxford Worlds Classics, 2008.
Kevin Gilmartin, Print Politics: The Press and Radical Opposition   in Early Nineteenth-Century England (Cambridge, 1996) and   Writing against Revolution: Literary Conservatism in Britain, 1790-1832 (Cambridge, 2007), James Chandler and Kevin Gilmartin, eds,  Romantic Metropolis: The Urban Scene of British Culture, 1780-1840 (Cambridge, 2005).",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00006M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Print Culture in the 1790s - CES00009M,20,,"to introduce students to the best of late eighteenth-century   political satire and other forms of print politics, by both 'high'   and 'low' authors to explore that satire in the context of the political culture of   Britain in the decade of the French Revolution. to introduce students to the skills and techniques of   interdisciplinary research",,,"Subject content
 the varieties of political satire and other forms of print   politics, their different social registers, and the different media   in which they were published the relationship between these forms and other more 'literary'   kinds of print, including, for instance, the literary ballad as   against popular song a grasp of the some of the main political events and political   conflicts in the period which became the occasions for the   production of satires an awareness of the relations between patrician politics and   plebeian culture
· 
 Academic and graduate skills
 the research skills to elucidate political satires in connection   with parliamentary debates, newspaper articles, political pamphlets   and caricatures some grasp of the range of print cultures in late   eighteenth-century Britain","Bindman, David, The Shadow of the Guillotine: Britain and the   French Revolution (London: British Museum Publications, 1989).
Donald, Diana, The Age of Caricature: Satirical Prints in the   Reign of George III (New Haven and London: Yale University Press, 1996).
Godfrey, Richard, with Hallett, Mark, James Gillray: The Art of Caricature (London: Tate Publishing, 2001), esp. pp. 22-37, 90-185.
Thale, Mary: ed.), Selections from the Papers of the London   Corresponding Society (Cambridge: Cambridge University Press, 1983).
Barrell, John, The Spirit of Despotism (Oxford 2006).",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00009M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Romantic Poetry: Dialogues - CES00013M,20,,Information currently unavailable,,,Information currently unavailable,Information currently unavailable,,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00013M/2021-22,
University of York,UOY,Centre for 18th Century Studies,The Global Eighteenth Century: An Introduction - CES00002M,20,,Information currently unavailable,,,Information currently unavailable,Information currently unavailable,,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00002M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Transforming Worlds: The Interdisciplinary Eighteenth Century - CES00007M,20,,"The eighteenth century is characterised by revolutions in politics, society, thought, and culture that have had profound effects on the modern world.  This module aims to introduce students to the major developments, cultural trends, and innovations in this era in areas such as print culture, fashion, empire and race, sociability, visual art, class and gender.  It will provide a grounding for more specialised work in optional modules for the MA, introduce students to staff in the Centre for Eighteenth Century Studies and their approach to eighteenth-century history and culture, as well as stimulating ideas and topics for the dissertation.  We also aim to develop students’ skills in both digital and non-digital research by exploring the rich resources relating to the eighteenth century of both the University and the city of York itself, from the Borthwick Institute to York’s eighteenth-century Assembly Rooms.",,,"On successful completion of the module, you should be able to:
Demonstrate an advanced understanding of and engagement with the field of eighteenth-century studies in key respects.
Demonstrate an advanced understanding of and engagement with what is entailed in interdisciplinary studies in the humanities in relation to the eighteenth century and how it can be practiced.
Evaluate key debates within the relevant critical fields dealing with the topics covered in the module such as literary study, history, art history, archaeology.
Produce independent arguments and ideas which demonstrate an advanced proficiency in critical thinking, research, and writing skills.","Indicative only: Dorinda Outram, The Enlightenment; Alexander Pope, The Rape of the Lock; Anne Lister, Diaries; Paul Langford, Eighteenth-Century Britain: A Short Introduction; Amanda Vickery, The Gentleman’s Daughter; Daniel Carey and Lynn Festa (eds.), The Postcolonial Enlightenment.",,"The eighteenth century is a dynamic period of change in British culture and society, the long-term impact of which continues to be felt today.  This module explores the breadth and complexity of this change through an interdisciplinary focus, combining approaches from literary study, history, art history, and archaeology to enrich and complicate students’ understanding of this period.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00007M/2021-22,
University of York,UOY,Centre for 18th Century Studies,Wollstonecraft to Jane Austen: Femininity & Literary Culture - CES00004M,20,,"to introduce students to some of the best writing by British women in the late eighteenth and early nineteenth centuries
to explore the relation between languages of sentiment and sensibility and the language of political controversy and debate in the period
to introduce students to the skills and techniques of interdisciplinary research",,,"On successful completion of the module, you should be able to:
Demonstrate an advanced understanding of and engagement with the varieties of women’s writing of the period across a range of styles and genres
Demonstrate an advanced understanding of and engagement with some of the difficulties and possibilities for women in interacting with public life in the period
Evaluate key debates within the relevant critical fields dealing with women’s writing and the representation of women in the period
Produce independent arguments and ideas which demonstrate an advanced proficiency in critical thinking, research, and writing skills.","Mary Wollstonecraft, Vindication of the Rights of Woman
Mary Hays, The Memoirs of Emma Courtney
Jane Austen, Northanger Abbey
Anna Laetitia Barbauld, selected writing
Mary Wollstonecraft, Letters written during a short residence in Sweden, Norway, and Denmark
Sydney Owenson, Lady Morgan, The Wild Irish Girl 
Anonymous, The Woman of Colour 
Charlotte Smith, selected writing 
Jane Austen, Persuasion",,"This MA module, taught by a team of experts on eighteenth-century literature and culture, introduces students to a range of writing by women from the period 1770-1820. It investigates how Mary Wollstonecraft diagnosed the disadvantages that women and girls lived under at this period, and her plans for ‘a revolution in female manners’. And it analyses how Wollstonecraft, Austen, and their contemporaries represented a range of issues including social class, wealth, marriage, feeling, sexuality, and race, in their fiction, political tracts, travel writings, and poetry.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CES00004M/2021-22,
University of York,UOY,Centre for Lifelong Learning,"A History, Rise & Demise of Western Monasticism (c.600-1500) - CED00119C",10,,"This module draws on a wealth of sources from contemporary accounts, current research and archaeological and architectural evidence to examine the rise of monasticism within the early Church to the time of the Reformation and offers a vivid impression of monastic life. The major changes in the development of Western monastic life took place during the Middle Ages. This module will address those changes, key female and male monastic figures and the reform movements from the early Middle Ages through to the fifteenth century.
The influence of monasticism on the wider population will also be addressed, including the significance of the cult of saints and the act of pilgrimage. Significant focus will also be given to the buildings and landscapes constructed and formed by the monastic population. Their demise will then form the culmination of the module as the decline of Western monasticism was played out in the sixteenth century after the suppression of the monasteries in England by Henry VIII. The module will finally consider what happened to monastic lives as a result of this detrimental event.",,,"By the end of this module, students should be able to:
Understand the rationale of monasticism and its importance throughout the Middle Ages up to the Reformation
Assess the importance of monasteries to medieval society and how they essentially shaped the landscape
Understand the importance of monastic values and beliefs on wider religion and social practices
Understand the importance of monastic buildings and the church
Compare evidence from a variety of sources and use it critically.","
Lawrence, C H (2000) Medieval Monasticism: Forms of Religious Life in Western Europe in the Middle Ages.
Burton, J (1994) The Monastic and Religious Orders in Britain 1000-1300.
Burton, J and Kerr, J (2011) The Cistercian Order in the Middle Ages.
King, P (1999) Western Monasticism: A History of the Monastic Movement in the Latin Church.
Rodwell, W (2012) The Archaeology of Churches.
",,"This module draws on a wealth of sources from contemporary accounts to archaeological/architectural evidence to examine the rise of monasticism within the early Church to the time of the Reformation. It will address the major changes in Western monastic life, key female/male monastic figures and reform movements, including developments in the landscape. The influence of monasticism on the wider population will also be addressed, such as the significance of the cult of saints and the act of pilgrimage.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00119C/2021-22,
University of York,UOY,Centre for Lifelong Learning,An Introduction to British Archaeology - CED00049C,20,,"The British Isles have been inhabited by humans and our hominid predecessors for around a million years, during which time ancient societies have left behind a huge and diverse range of material remains bearing witness to their lives and activities. Archaeologists investigate these remains to understand the people and societies who created them. The module considers the archaeology of the Palaeolithic, Mesolithic, Neolithic, Bronze Age, Iron Age, Roman, medieval and post-medieval / modern periods in Britain, prefaced with sessions outlining the history, principles and organisation of archaeological research in the UK.",,,"Upon successful completion of the course, students will –
•    be able to identify the major chronological phases in British archaeology, from early prehistory through to the modern and industrial periods
•    be able to evaluate the cultural characteristics of the major chronological phases
•    have developed an appreciation of the depth of chronology and the breadth of evidence that exists in the archaeological study of the British Isles
•    understand, in outline, the development of archaeology in Britain, its organisation, and the main approaches and methods involved in its investigation
•    have acquired an overview of the current state of knowledge of the archaeology of the Palaeolithic to post-medieval periods in Britain","
Crossley, D. 1990, Post-medieval archaeology in Britain.
Darvill, T. 2010, Prehistoric Britain.
Hinton, D.A. 1990, Archaeology, Economy and Society:  England from the fifth to the fifteenth century.
Hunter, J.G. & Ralston, I.M. 2009, The Archaeology of Britain: an introduction from the earliest times to the 21st century.
Longworth, I.H. & Cherry, J. 1986, Archaeology in Britain since 1945.
Megaw, J.V.S & Simpson, D.D.A 1984, An Introduction to British Prehistory.
Miles, D. 2005, The Tribes of Britain.
Millett, M. 1995, English Heritage Book of Roman Britain.
Pryor, F. 2011, The Making of the British Landscape: how we have transformed the land, from prehistory to today.
Richards, J.D. 2004, Viking Age England.
Schofield, J. 2010, Great Excavations: shaping the archaeological profession.
Welch, M.G. 1992, English Heritage Book of Anglo-Saxon England.
	 
",,"The British Isles have been inhabited by humans and our hominid predecessors for around a million years, during which time ancient societies have left behind a huge and diverse range of material remains bearing witness to their lives and activities. Archaeologists investigate these remains to understand the people and societies who created them. The module considers the archaeology of the Palaeolithic, Mesolithic, Neolithic, Bronze Age, Iron Age, Roman, medieval and post-medieval / modern periods in Britain, prefaced with sessions outlining the history, principles and organisation of archaeological research in the UK.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00049C/2021-22,
University of York,UOY,Centre for Lifelong Learning,An Introduction to Criminology - CED00153C,10,,"The module aims to introduce students to the subject of criminology, tracing some of the major themes and key concepts within the discipline starting from the premise of the ‘born criminal’ to more modern approaches to identifying what makes criminals commit crime. Each week will examine different concepts such as the nature/nurture debate, arguing from the biological approach to social and environmental factors such as criminal subcultures, poverty, and early childhood influences. Each topic will interlink, giving students a good grounding in how theories crossover and connect with current debates such as prisons and prisoners and to what extent the media play in influencing the public’s perception of prisons and punishment. There will be a review of early punishment and how the Enlightenment period changed the way people viewed punishment with the emergence of what we know today as the modern Criminal Justice System. This will cover the changes in policing and the court system, but also how society views rehabilitation.",,,"Upon successful completion of the module, students will be able to:
Demonstrate an understanding of the key areas of criminology
Understand core criminology themes and key concepts within the discipline, and be able to identify the links between them.
Think critically about crime and the research skills needed to search and collate information
Think critically about crime and assumptions regarding crime statistics, media reports etc.
Use writing skills appropriate to the social sciences.
Understand how crime is measured, represented, controlled, and the distribution of injustices.
Understand political and social contexts that shape definitions of crime and justice
Tackle challenging questions such as ‘what is crime?’, ‘who are the criminals?’, and ‘who has the power to define right and wrong?’","
Carrabine, E., Iganski, P., Lee, M., Plummer, K and South, N. (2008). Criminology: A Sociological Introduction 2nd Edition. Routledge
Hale, C., Hayward, K., Wahidin, A. and Wincup, E. (2013). Criminology 3rd Edition, Oxford: Oxford University Press.
Maguire, M., Morgan, R. and Reiner, R. (2012). The Oxford Handbook of Criminology 5th Edition, Oxford: Oxford University Press
Muncie, J. and Mclaughlin, E. (eds) (2013). The Sage Dictionary of Criminology 3rd Edition. London:Sage
Newburn T. (2013). Criminology 2nd Edition.Cullompton: Willan.
Walklate, S. (2011).  Criminology: The Basics 2nd Edition. London: Routledge.
",,"Criminology is the critical study of the crime and the criminal justice system. Have you ever wondered why people commit crime? How crime is defined? Or whether we, as a society, should take a different approach to crime? If so, this module is for you. Through a series of themed workshops focusing on topics such as politics, media, biology, psychology, age, class, race and gender this module will provide an introduction to some key critical theories and perspectives on criminality.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00153C/2021-22,
University of York,UOY,Centre for Lifelong Learning,An Introduction to the Historic Built Environment - CED00031M,20,,"The aim of the module is to provide an understanding of the evolution of England's architectural landscape and wider historic environment, and of different approaches to the history of buildings. It will provide an overview of the differences between polite and vernacular architecture, regional identities, styles, typologies, materials, and how buildings may be studied, i.e. how to read a building via the evolution of design, plan form and construction phase analyses.",,,"By the conclusion of the module the student should be able to:
Demonstrate knowledge of the disciplines of Architectural History, Buildings Archaeology and the Historic Environment, and their approaches to unravelling the history of buildings
Synthesise and apply research of the cultural, social, and intellectual histories, theories, and technologies that influence the design of buildings
Critically engage with key literature and research priorities relating to the subject
Interpret the development and evolution of a building from case studies
Explain the evolution of the historic environment more widely.","
Arnold, D, 2002. Reading architectural history, Routledge.
Brittain-Catlin, T, 2007. How to Read A Building, Collins.
Brunskill, R. W. 2004. Traditional buildings of Britain: an introduction to vernacular architecture and its revival, Victor Gollanez.
Brunskill, R. W. 2000, Vernacular Architecture: An Illustrated Handbook, Faber and Faber.
Lubbock, J, 1995. The Tyranny of Taste: Politics of Architecture and Design in Britain, 1550 – 1960, Yale.
Morriss, R. K, 2000. The Archaeology of Buildings, Tempus.
Pevsner, N, 1976. A history of building types, Princeton.
Pevsner, N et al, 2011. Pevsner’s Architectural Glossary, Yale.
Online resource: http://www.buildingarchaeology.co.uk/bard%20illustrated%20glossary.pdf
",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00031M/2021-22,
University of York,UOY,Centre for Lifelong Learning,"British Railway Workers, 1825-1921 - CED00009M",20,,"The module aims to:
Explore the careers and lives of British railway workers between 1825 and 1921
Discuss how recruitment in the British railway industry changed over this period
Examine railway employees working conditions, for example their hours of work, working conditions and pay, and contrast them with those of other British industrial workers
Show how the primary (clerks, managers) and secondary internal labour markets (porters, cleaners etc.) developed within companies
Examine how railway employees activities were controlled and organised by management through formal instructions, circulars and rule books, and how such forms of control developed over time because of changes in railways operating conditions
Show how railway employees actions were also controlled through disciplinary measures
Discuss how paternalistic railway companies were towards their staff and what such policies set out to achieve
Analyse the establishment and growth of the railway unions, and how they were increasingly able to influence railway companies policies, as well as the opinions of politicians
Contrast the growth of the railway unions with the development of unions in other British industries.
Discuss why strikes were called by the railway unions in 1911 and 1919, and what they achieved for railway employees
Examine the employment of women on Britains railways between 1825 and 1921
Continue to instruct the students on the appropriate academic skills for essay writing, such as critical analysis, argument, referencing, and research
Offer opportunities for students to respond and comment on the arguments of previous scholars, as well as critique the opinions of peers.",,,"By the conclusion of the module the student should be able to:
Explain what it was like to work within the British railway industry between 1825 and 1921
Demonstrate an understanding of how railway workers were disciplined, controlled and organised in this period
Contrast the establishment and growth of unions within the British railway industry with their development in other industries and trades.
Express an opinion on the role unions had in shaping elements of British railway history after 1870.
Demonstrate knowledge of the shifting relationship between railway employees, the unions, government and the companies managements.
Demonstrate research skills by engaging with both primary and secondary source material
Select and organise appropriate information effectively so as to develop coherent opinions and arguments
Consider and solve problems, including complex problems to which there is no single solution
Write work that is sustained offering a measured, convincing and scholarly argument.","Reading lists, and the availability of texts/journals electronically, are subject to change: please check with Lifelong Learning/teaching staff before making any purchases prior to the start of the module.
Required Reading

Howell, David, Respectable Radicals: Studies in the politics of railway trade unionism, (Aldershot, 1999) – SUPPLIED DIGITALLY
Howlett, P., “The internal labour dynamics of the Great Eastern Railway Company, 1870-1913,” The Economic History Review, 57 (2004) – SUPPLIED DIGITALLY
Kingsford, P.W., “Labour relations on the railways, 1835-1875”, in Channon, G. (ed), Railways Volume II, (Aldershot, 1996) – SUPPLIED DIGITALLY
Kingsford, P.W., Victorian Railwaymen, (London, 1970)
McKenna, Frank, The Railway Workers, 1840-1970, (London, 1980) – SUPPLIED DIGITALLY
Revill, G., Railway Derby: occupational community, paternalism and corporate culture 1850-90, Urban History, 28 (2001) – SUPPLIED DIGITALLY

Recommended Reading

Drummond, Di, “’Specifically Designed’? Employers Labour Strategies and Worker Responses in British Railway Workshops, 1838-1914,” Business History, 31 (1989) – SUPPLIED DIGITALLY
Esbester, M, “Organizing work: Company magazines and the discipline of safety”, Management and Organisational History, 3 (2008) – SUPPLIED DIGITALLY
Kirk, John and Wall, Christine, “Tracking the Place of Work Identity on the Rails”, in John Kirk and Christine Wall (eds.) Work and identity Historical and cultural contexts, London (2011) – SUPPLIED DIGITALLY
Savage, M, “Discipline, surveillance and the career: Employment on the Great Western Railway,1833-1914,” in McKinlay, Alan and Starkey, Ken (eds.), Foucault, Management and Organization Theory: From Panopticon to Technologies of Self, (London, 1998) – SUPPLIED DIGITALLY
",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00009M/2021-22,
University of York,UOY,Centre for Lifelong Learning,Chaucer's World - CED00210C,10,,"This module aims to introduce students to the social, political and cultural concerns of Medieval England through the life and works of Geoffrey Chaucer.",,,"Upon successful completion of the course, students will be able to:
Demonstrate a knowledge of the key events of the period
Analyse Chaucer’s work as a primary historical source, distinguishing the different social, political and cultural concerns examined  
Contextualise and analyse historical documents of the period
Understand and examine the key historical trends in this period.","Peter Ackroyd, Chaucer: Brief Lives, (Chatto & Windus, 2005)
Crow, Martin M.; Olsen, Clair C. Chaucer: Life-Records, 1966.
Larry D. Benson, The Riverside Chaucer 3rd edition, ( Oxford University Press, 2008) 
Terry Jones, Who Murdered Chaucer?: A Medieval Mystery, 2003
Terry Jones, Chaucer’s Knight: Portrait of a Medieval Mercenary, 1994
Derek Pearsall, Life of Geoffrey Chaucer: A Critical Biography ( Blackwell, 1994) 
Marion Turner, Chaucer: A European Life,   (Princeton University Press, 2019)
David Wallace, Chaucer a New Introduction, (Oxford University Press, 2017)",,"Geoffrey Chaucer is known as the father of English Literature but he was also a public servant, courtier, diplomat, lawyer, and MP. He journeyed to Yorkshire as a teenager in a ducal household, to France during the Hundred Years Wars where he was captured and ransomed, and to Spain and Italy as a diplomat. This module explores medieval England and Europe through the eyes of Geoffrey Chaucer and how his works were shaped by the social, political and cultural history of the world in which he lived.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00210C/2021-22,
University of York,UOY,Centre for Lifelong Learning,Church & Churchyard: Parish Churches in their Physical & Social Context - CED00026M,20,,"This core module engages students with the fabric of a church building in its social and physical context, in particular:
Considering the role the building plays now and in the past in its community
How its physical location reflects and/or is/was influenced by that social context.
How the fabric of the church relates to its locality in terms of raw materials, economy, skills
The ecology and management of the churchyard
How varying ideas and perceptions of sacredness have influenced the way churchyards and church buildings have been used, viewed and managed.
Drawing on a wide range of subject specialisms and skills to equip students to explore these features in the rich and complex context in which they exist.",,,"Upon successful completion of the module, students will:
Subject content
Have an understanding of the study of the location of churches in relation to their immediate locality, sub-regional and regional context.
Based on work with practical examples, have knowledge of how to undertake the exploration of the building fabric of churches and how this relates to the local environment.
Engagement with the issues and problems surrounding the ecology and management of churchyards
Have a sound knowledge of the varying ideas and perceptions of sacredness and how these have influenced the way churchyards and church buildings have been used, viewed and managed
Consider how the various pressures on churchyards can be addressed and managed sensitively
Academic and graduate skills
Gain specific expertise in a wide range of skills from different disciplines
Have an understanding of specialist technical language and the ability to interpret it for lay audiences.
Employ interdisciplinary approaches to interpreting evidence.","
C. Daniell “Death and Burial in Medieval England 1066-1550” Routledge (1999)
D. Dyas & Christianity & Culture “The English Parish Church through the Centuries” York (2010)
R. Strong “A Little History of the English Country Church” Jonathan Cape (2007)
E. Duffy “The Voices of Morebath: Reformation and rebellion in an English village” Yale (2003)
C. Burgess & E. Duffy eds “The Parish in Late Medieval England” Harlaxton Medieval Studies volume XIV
C. King & D. Sayer “The Archaeology of Post-Medieval Religion” Society for Church Archaeology, Boydell  (2011)
W. Rodwell “The Archaeology of Churches” Tempus (2005).
",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00026M/2021-22,
University of York,UOY,Centre for Lifelong Learning,"Cities, Citizens & Social Change: An Introduction to Urban Studies - CED00213C",10,,"To understand the key issues, underlying theories, and practical applications of urban studies, with particular attention to the following areas:
	
Gentrification, displacement, and contested urbanisms.
The role of heritage and preservation in designing city futures.
SMART cities and technological innovation.
Marginalization, inequalities, and the right to the city.
Everyday life and urban cultures.
 
To introduce students to key sociological and political debates about cities by:
	
Outlining how theoretical approaches contribute to our understanding of space.
Discussing empirical evidence that illustrates the relevance of spatial theory to contemporary urban problems.
Considering the impact that urban studies can have, not only through researching the cities of the past, but also through shaping the cities of the future.",,,"Upon successful completion of the module, students will be able to:
Subject content: 
Outline and discuss key theories of the city in relation to the following ‘areas of concern’: Gentrification; Heritage, preservation, and regeneration; SMART cities and technological innovation; Marginalization, inequalities, and the right to the city; and Everyday life and urban cultures.
Demonstrate an understanding of the central debates involving cities, and apply theories of the city to real-life examples, appreciating the complexity of everyday urban life.
Skills:
Refer to empirical research in their written work, and to use citations and references correctly.
Participate verbally in the sessions, as well as through independent reading and monitoring of news and developments in the fields.","
Zukin, S. (2009). Naked City: The Death and Life of Authentic Urban Places.
Lefebvre, H. (2010). Writings On Cities.
Smith, L.J. (2006). Uses of Heritage.
",,"For those of us who live in cities, the urban landscape is an integral part of our everyday lives. This module will introduce key theories of the city, and explore the social connections, relations, and inequalities that shape our lives. Drawing upon classical urban theorists such as Castells, Jacobs and Lefebvre, this course will interrogate central issues of crime, gentrification, and social exclusion, as well as offering a more optimistic glimpse at visions for the cities of the future.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/CED00213C/2021-22,
